id,source_name,title,author_name,publish_date,accident_date,content,tags,day_of_the_week,time,time_in_hours,rush_hour,weekend_weekday,locality,road_name,road_type,vehicle_count,vehicle_involved,male_count,female_count,total_driver_count,min_age,max_age,young_driver_involved,adult_driver_involved,senior_driver_involved,child_involved,senior_involved,visibility,wind_speed,temperature,severity,ambulance_called,additional_source_name,additional_url
43,Times of Malta,Woman seriously injured in Naxxar traffic accident,Times of Malta,20/12/2024,20/12/2024,"A 30-year-old woman from Birkirkara was taken to hospital with serious injuries after appearing to have lost control of the motorcycle she was riding. The accident occurred on Tul il-Kosta in Naxxar. The woman was treated at the scene before being taken to hospital, where her injuries were certified as serious. Police investigations are ongoing.","{Accident,National}",Friday,morning,0,0,weekday,Naxxar,Coast Road,bypass,1.0,motorcycle,0.0,1.0,1.0,30.0,30.0,0.0,1.0,0.0,0.0,0.0,,22.95653992395437,22.890151515151516,med,1.0,,
44,Times of Malta,Child and elderly woman seriously injured in separate traffic accidents,Times of Malta,20/12/2024,20/12/2024,"A child and an elderly woman were left with serious injuries on Friday after being hit by a car in separate traffic accidents. The first incident occurred at around 11:30am on Triq in-Naxxar, Birkirkara, when a 72-year-old woman from Mosta was hit by a Peugeot 307 driven by a 43-year-old man from Marsaskala. Around 15 minutes later, a two-year-old child was hit by a Suzuki SX4 driven by a 44-year-old man from Mtarfa on Triq San Ġwann Bosco in Sliema. Both victims were treated at the scene before being taken to Mater Dei Hospital, where their injuries were certified as serious. Police investigations are ongoing.","{Accident,Birkirkara,National,Sliema}",Friday,morning,1130,0,weekday,Birkirkara,Triq in-Naxxar,main road,1.0,car-pedestrian,1.0,1.0,1.0,43.0,72.0,0.0,1.0,1.0,0.0,1.0,10.0,29.6,17.0,med,1.0,,
45,Times of Malta,Child and elderly woman seriously injured in separate traffic accidents,Times of Malta,20/12/2024,20/12/2024,"A child and an elderly woman were left with serious injuries on Friday after being hit by a car in separate traffic accidents. The first incident occurred at around 11:30am on Triq in-Naxxar, Birkirkara, when a 72-year-old woman from Mosta was hit by a Peugeot 307 driven by a 43-year-old man from Marsaskala. Around 15 minutes later, a two-year-old child was hit by a Suzuki SX4 driven by a 44-year-old man from Mtarfa on Triq San Ġwann Bosco in Sliema. Both victims were treated at the scene before being taken to Mater Dei Hospital, where their injuries were certified as serious. Police investigations are ongoing.","{Accident,Birkirkara,National,Sliema}",Friday,morning,1130,0,weekday,Sliema,Triq San Gwann Bosco,residential,1.0,motorcycle-pedestrian,2.0,0.0,1.0,2.0,44.0,0.0,1.0,0.0,1.0,0.0,10.0,29.6,17.0,med,1.0,,
46,Times of Malta,Two motorcyclists injured in four-vehicle crash on Triq is-Salina,Times of Malta,22/12/2024,22/12/2024,"Updated 2.25pm Two motorcyclists were injured - one of them seriously - in a traffic accident on Triq is-Salini that involved three motorbikes and a car. The accident was reported at 9.30am close to Kennedy Grove on the southbound lane. It involved an Aprilia, a Honda and a Yamaha motorbike and a Mercedes driven by a 27-year-old woman.  The Aprilia's driver - a 31-year-old man from Qormi, and the  Honda's driver - a 40-year-old man from Mqabba, were taken to Mater Dei Hospital.  The 31-year-old suffered slight injuries while the 40-year-old was seriously injured. The third motorcyclist - a 29-year-old man from St Paul's Bay, and the Mercedes driver were not injured. According to initial indications, one of the motorcyclists lost control of his vehicle and crashed into the two other bikes and car.  Police investigations and a magisterial inquiry are ongoing.","{Accident,National,Police,""St Paul’S Bay""}",Sunday,morning,930,0,weekend,St Pauls,Kennedy Grove,bypass,3.5,car-motorcycle-motorcycle-motorcycle,3.0,1.0,3.5,27.0,40.0,0.0,1.0,0.0,0.0,0.0,10.0,22.2,14.0,med,1.0,,
47,Times of Malta,"Cyclist, 13, grievously injured by car in Mtarfa",Times of Malta,22/12/2024,22/12/2024,A 13-year-old girl was grievously injured when she was hit by a car while cycling along Triq Sir Philip Pullicino in Mtarfa. The police said in a statement the accident was reported at 10.15am on Sunday.  The car - a Ford B Max - was bring driven by a 25-year-old from Mtarfa. She was given first aid on site before being rushed to hospital. Police investigations are ongoing.,"{Accident,Mtarfa,National,Police}",Sunday,morning,1015,0,weekend,Mtarfa,Triq Sir Philip Pullicino,residential,2.0,car-bicycle,1.0,1.0,1.0,13.0,25.0,1.0,0.0,0.0,1.0,0.0,10.0,22.2,15.0,high,1.0,,
48,Times of Malta,Bus driver critically injured in crash with van on Regional Road,Times of Malta,23/12/2024,23/12/2024,"A bus driver, 37, was critically injured in a collision with a van on the Regional Road on Monday morning.  The accident happened at 10.30am on a southbound lane just after the tunnels. The bus, which was not carrying passengers, ended up straddling the centre strip and debris was spread over a wide area, causing the closure of busy traffic lanes. An eyewitness said she saw the bus driver lying on the road with blood on his head. The van was driven by a 39-year-old woman from Naxxar who was not seriously hurt.","{National,Traffic}",Monday,morning,1030,0,weekday,St Julians,Regional Road,bypass,2.0,van-bus,1.0,1.0,2.0,37.0,39.0,0.0,1.0,0.0,0.0,0.0,10.0,40.7,12.0,fatal,1.0,,
51,Times of Malta,Man injured after crashing into barriers and light post in Marsa,Times of Malta,27/12/2024,27/12/2025,"A man was injured on Friday after an early morning crash that saw him colliding with traffic barriers in Marsa.  Police said in a statement that it was informed of a traffic collision on Triq Diċembru Tlettax at around 7.45am.  When officers arrived on the scene they found that a 36-year-old Turkish national, residing in Żabbar, had lost control of the Toyota Vitz he was driving and crashed into the barriers and a light post.  The man was given first aid on site but was later taken to Mater Dei hospital where he was certified as having sustained grievous injuries.  The Civil Protection Department were also on assisting on the site.  A police investigation into the matter is still ongoing.","{Accident,Marsa,National,Police}",Friday,morning,745,1,weekday,Marsa,Triq Dicembru Tlettax,bypass,1.0,car,1.0,0.0,1.0,36.0,36.0,0.0,1.0,0.0,0.0,0.0,10.0,13.0,13.0,high,1.0,,
52,Times of Malta,Woman seriously injured in traffic accident in Żejtun,Times of Malta,27/12/2024,27/12/2024,"A 62-year-old woman from Ħamrun was taken to hospital with serious injuries Friday after being involved in a traffic accident in Żejtun shortly before midday.  The accident occurred on Triq il-Ħotba.  Initial investigations suggest the Honda motorcycle ridden by the woman was involved in a collision with an Isuzu truck driven by a 25-year-old Ħal Luqa resident. The woman was treated at the scene before being taken to Mater Dei Hospital, where her injuries were certified as serious. Police investigations are ongoing.",,Friday,afternoon,1230,0,weekday,Zejtun,Triq il-Hotba,residential,2.0,car-motorcycle,1.0,1.0,2.0,25.0,62.0,0.0,1.0,0.0,0.0,0.0,10.0,24.1,16.0,high,1.0,,
57,Times of Malta,Speeding driver caught doing 150 km,Marc Galdes,03/01/2025,03/01/2025,"A driver has been caught speeding at 150 kilometres per hour in a 60 kilometres per hour zone in Mellieħa. The home affairs ministry said the speeding car was clocked on Triq il-Marfa – the main road that leads to Ċirkewwa – by police using speed guns. It happened last month, shortly before Christmas. Driving 15 km/h over the speed limit incurs a penalty of €100 and four penalty points on the offender’s licence. Police said that “appropriate legal action” was taken.  Police presence on Malta’s roads saw officers issuing over 400 traffic charges and fines during the festive period. In the 10 days between December 22 and 31, police officers carried out 170 road checks, stopping 4,700 vehicles and issuing more than 400 fines.  Over 85 speeding tickets were issued thanks to gun inspections, while 11 drivers tested positive during a breathalyser test.  There were several serious traffic accidents in December, including two fatal accidents. Motorcyclist Dieter Vink was killed when his bike collided with a skip parked in the road on St Paul’s Bay bypass on December 11. On Christmas Eve, bus driver Hussein Shah died from the injuries he sustained days earlier in a traffic collision with a van on the Regional Road.","{Ċirkewwa,Community,National,Police,Traffic}",Friday,morning,0,0,weekday,Mellieha,Triq il-Marfa,main road,1.0,car,1.0,0.0,2.0,33.0,52.0,0.0,1.0,0.0,0.0,0.0,,22.95653992395437,22.890151515151516,no,0.0,,
58,Times of Malta,Three in hospital following Birkirkara bypass crash,Times of Malta,05/01/2025,05/01/2025,"Updated 12.30pm Three people were taken to hospital on Sunday morning following a two-car collision on the Birkirkara bypass. Two of those involved were grievously injured, the police said.  The collision was reported at around 7am and involved a Honda Fit and Suzuki Swift.  A 72-year-old man driving the Honda and his 66-year-old female passenger, both from Iklin, had to be extracted from the vehicle with the help of Civil Protection Department officials. Both were taken to Mater Dei Hospital with grievous injuries.  A 28-year-old male from Żebbuġ who was driving the Suzuki was also taken to hospital but only suffered minor injuries in the crash. No details about their medical conditions were available at the time of writing.","{Accident,Birkirkara,National,Traffic}",Sunday,morning,700,1,weekend,Birkirkara,nan,bypass,2.0,car-car,2.0,1.0,2.0,28.0,72.0,0.0,1.0,1.0,0.0,1.0,10.0,11.1,11.0,high,1.0,,
61,Times of Malta,"Two hurt, one critically, after being hit by pickup in Fgura",Times of Malta,07/01/2025,07/01/2025,"Two women were badly injured when they were hit by a pickup truck in Fgura on Monday evening. The victims, who are aged 34 and 24 and Nepalese nationals, were on Triq Hompesh at around 8pm when a Toyota Hilux driven by a 20-year-old woman from Birżebbuġa hit them. Both women were given first aid on-site and rushed to Mater Dei Hospital by ambulance. The 24-year-old victim suffered serious injuries and is in a critical condition. The 34-year-old was grievously injured. Magistrate Ian Farrugia is leading a probe into the incident. The incident was one of two major crashes reported on Monday night. In a separate incident, a 25-year-old died after smashing into a tree and signpost in Attard.","{Accident,Fgura,National,Traffic}",Tuesday,evening,1800,1,weekday,Fgura,Triq Hompesh,main road,1.0,car-pedestrian,0.0,2.5,1.0,20.0,34.0,1.0,0.0,0.0,0.0,0.0,10.0,11.1,15.0,high,1.0,,
63,Times of Malta,Driver killed in Attard road crash had hit teen cyclist in December,Times of Malta,08/01/2025,22/12/2024,"Alejandro Brincat, Malta’s first crash victim of the year, was driving a car that hit a teen cyclist 15 days before his fatal accident, sources confirmed with Times of Malta on Wednesday. Brincat, a father of two and football player with Vittoriosa Stars, died after he lost control of the Mercedes he was driving and ended up wedged vertically against a signpost at 9pm on Monday.  The 25-year-old’s death triggered an outpouring of grief from friends and family, with many paying tributes to the talented footballer and beloved father. Police and government sources confirmed with Times of Malta that Brincat was involved in an accident in Mtarfa just weeks before, leaving a 13-year-old girl grievously injured after being hit by a car while cycling in Mtarfa.  The incident happened on December 22 along Triq Sir Philip Pullicino, when a car, a Ford B Max, driven by a 25-year-old hit the young girl. She was given first-aid on-site before being rushed to hospital.  Sources said that after the accident, Brincat’s car was impounded by the police.  The Mercedes involved in the fatal accident on Monday was not his.  Times of Malta understands that residents of Mtarfa, where Brincat was from, had previously complained about the young man's driving habits.  Dashcam video of the fatal crash seen by Times of Malta shows an over-speeding car swerving out of control, hitting a crash barrier and then rising up, flying into a signpost.  Magistrate Ian Farrugia has opened an inquiry into the crash but magisterial inquiries are secret so the results are unlikely to ever be published.  A Transport Safety Investigative Commission due to have been set up in 2023 has been beset by delays.","{Accident,Mtarfa,National,Police}",Sunday,evening,2100,0,weekday,Mtarfa,Triq Sir Philip Pullicino,residential,1.0,car-pedestrian,1.0,1.0,1.0,13.0,25.0,0.0,1.0,0.0,1.0,0.0,10.0,22.2,14.0,high,1.0,,
65,Times of Malta,Elderly passenger injured in Rabat crash,Times of Malta,09/01/2025,09/01/2025,"An 83-year-old woman was injured on Thursday after the car she was in crashed into a wall in Rabat.  The incident happened at around 11am in Triq Għeriexem, where police found that a Suzuki Alto being driven by a 56-year-old woman from San Ġwann had been involved in a crash. The 83-year-old, also from San Ġwann, was in the passenger seat of the car.  The 56-year-old lost control of the car and crashes into a light post and a wall.   The two women were treated on site by a medical team and members of the civil protection department before being taken to Mater Dei Hospital by ambulance.  Later the 83-year-old was certified as having grievous injuries while the 56-year-old was only lightly injured.  A police investigation into the matter is ongoing.","{Accident,National,Police,Rabat}",Thursday,morning,1100,0,weekday,Rabat,Triq Gheriexem,main road,1.0,car,0.0,2.0,1.0,56.0,83.0,0.0,1.0,0.0,0.0,1.0,10.0,27.8,15.0,high,1.0,,
